,cpgName,H3K9me3_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3K27me3_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3K4me1_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H2A_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3K36me3_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3K4me3_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3K27ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3K4me2_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H4K91ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,DNase_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3K9ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H4K8ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3K4ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H2BK120ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H4K20me1_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3K79me1_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3K23ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H2BK15ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3K23me2_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3K79me2_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H2BK5ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3K18ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3K56ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H2AK5ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H2BK12ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H4K5ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3K9me1_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3K14ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H3T11ph_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H2BK20ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H2AK9ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,H4K12ac_ImputedGapped_Roadmap_all_celltypes_westra_final_unique_,zscore
10,cg09315878_ENSG00000186827,0.007874015748029999,0.0,0.5590551181100001,0.105263157895,1.0,0.125984251969,0.496062992126,0.133858267717,0.16535433070900002,0.173228346457,0.11811023622000001,0.204724409449,0.141732283465,0.110236220472,0.88188976378,0.732283464567,0.039370078740199994,0.05691056910569999,0.09448818897639999,0.433070866142,0.16535433070900002,0.196850393701,0.0629921259843,0.133858267717,0.16535433070900002,0.181102362205,0.0,0.110236220472,0.14285714285700002,0.0629921259843,0.15873015873,0.269841269841,-15.3766191
11,cg01075305_ENSG00000186827,0.007874015748029999,0.0,0.582677165354,0.1,1.0,0.125984251969,0.535433070866,0.133858267717,0.16535433070900002,0.173228346457,0.11811023622000001,0.196850393701,0.133858267717,0.110236220472,0.88188976378,0.732283464567,0.039370078740199994,0.05691056910569999,0.0866141732283,0.464566929134,0.173228346457,0.196850393701,0.0629921259843,0.125984251969,0.149606299213,0.181102362205,0.0,0.102362204724,0.150793650794,0.0629921259843,0.150793650794,0.261904761905,-9.3206007
12,cg03058163_ENSG00000186827,0.007874015748029999,0.0,0.590551181102,0.09473684210529999,1.0,0.11811023622000001,0.488188976378,0.141732283465,0.16535433070900002,0.236220472441,0.102362204724,0.18897637795299999,0.133858267717,0.110236220472,0.92125984252,0.7637795275589999,0.039370078740199994,0.05691056910569999,0.0787401574803,0.535433070866,0.173228346457,0.181102362205,0.0629921259843,0.125984251969,0.141732283465,0.181102362205,0.0,0.102362204724,0.126984126984,0.0629921259843,0.150793650794,0.261904761905,-6.2308987
13,cg14531564_ENSG00000186827,0.007874015748029999,0.0,0.40157480315,0.07631578947369999,1.0,0.110236220472,0.314960629921,0.09448818897639999,0.125984251969,0.09448818897639999,0.0787401574803,0.16535433070900002,0.102362204724,0.0866141732283,0.9527559055120001,0.9133858267720001,0.039370078740199994,0.05691056910569999,0.0866141732283,0.7637795275589999,0.141732283465,0.149606299213,0.0629921259843,0.102362204724,0.125984251969,0.133858267717,0.0,0.0787401574803,0.103174603175,0.0629921259843,0.119047619048,0.23809523809500002,-11.6850361
14,cg09276842_ENSG00000186827,0.0,0.0,0.393700787402,0.0736842105263,1.0,0.110236220472,0.29921259842500003,0.0866141732283,0.11811023622000001,0.0787401574803,0.0787401574803,0.15748031496099998,0.102362204724,0.0787401574803,0.9527559055120001,0.92125984252,0.039370078740199994,0.05691056910569999,0.0787401574803,0.834645669291,0.133858267717,0.149606299213,0.0629921259843,0.09448818897639999,0.110236220472,0.11811023622000001,0.0,0.0787401574803,0.103174603175,0.0629921259843,0.119047619048,0.23809523809500002,-10.052532300000001
15,cg04098194_ENSG00000131584,0.0,0.0,1.0,0.886842105263,0.039370078740199994,1.0,1.0,1.0,0.976377952756,1.0,1.0,0.992125984252,0.976377952756,0.96062992126,1.0,0.992125984252,0.551181102362,0.138211382114,0.834645669291,1.0,0.96062992126,1.0,0.637795275591,0.944881889764,0.9527559055120001,0.944881889764,0.0285714285714,0.976377952756,0.920634920635,0.40157480315,0.722222222222,0.960317460317,-6.421106
16,cg24252805_ENSG00000169962,0.007874015748029999,0.0866141732283,0.740157480315,0.09736842105260002,0.0629921259843,0.11811023622000001,0.330708661417,0.314960629921,0.22047244094500001,0.322834645669,0.22834645669300002,0.22834645669300002,0.149606299213,0.11811023622000001,0.7795275590549999,0.322834645669,0.0629921259843,0.008130081300810001,0.102362204724,0.275590551181,0.16535433070900002,0.267716535433,0.0157480314961,0.125984251969,0.204724409449,0.18897637795299999,0.0,0.11811023622000001,0.166666666667,0.0157480314961,0.15873015873,0.325396825397,-6.3420597
17,cg25311963_ENSG00000189339,0.0,0.0,0.472440944882,0.028947368421099996,0.047244094488199995,0.0,0.251968503937,0.047244094488199995,0.09448818897639999,0.275590551181,0.039370078740199994,0.07086614173229999,0.039370078740199994,0.07086614173229999,0.09448818897639999,0.35433070866099997,0.0,0.008130081300810001,0.0,0.22047244094500001,0.07086614173229999,0.09448818897639999,0.0157480314961,0.0629921259843,0.102362204724,0.0866141732283,0.0,0.0314960629921,0.0952380952381,0.023622047244099997,0.0238095238095,0.166666666667,-11.030289400000001
18,cg07147033_ENSG00000189339,0.0,0.0,1.0,0.836842105263,0.0629921259843,1.0,1.0,1.0,0.96062992126,1.0,1.0,0.992125984252,0.944881889764,0.937007874016,0.9527559055120001,0.984251968504,0.771653543307,0.38211382113799996,0.889763779528,1.0,0.9133858267720001,1.0,0.669291338583,0.8425196850390001,0.740157480315,0.937007874016,0.0,1.0,0.904761904762,0.314960629921,0.6984126984129999,0.960317460317,-8.0987455
19,cg19246761_ENSG00000189339,0.0,0.0,1.0,0.8473684210529999,0.0629921259843,1.0,1.0,1.0,0.96062992126,1.0,1.0,0.992125984252,0.9527559055120001,0.9527559055120001,0.9527559055120001,0.984251968504,0.771653543307,0.39024390243900003,0.9133858267720001,1.0,0.92125984252,1.0,0.7244094488189999,0.8425196850390001,0.740157480315,0.976377952756,0.0,1.0,0.920634920635,0.330708661417,0.706349206349,0.97619047619,-7.2990382
20,cg05941212_ENSG00000189339,0.0,0.0,1.0,0.871052631579,0.0551181102362,1.0,1.0,1.0,0.976377952756,1.0,1.0,1.0,0.976377952756,0.96062992126,0.9527559055120001,0.992125984252,0.787401574803,0.357723577236,0.937007874016,1.0,0.96062992126,1.0,0.874015748031,0.8661417322830001,0.748031496063,0.937007874016,0.0,1.0,0.936507936508,0.34645669291299996,0.7460317460320001,0.97619047619,-6.647334
21,cg02492207_ENSG00000189339,0.0,0.0,0.42519685039399996,0.07631578947369999,0.637795275591,0.039370078740199994,0.141732283465,0.09448818897639999,0.149606299213,0.0629921259843,0.07086614173229999,0.149606299213,0.11811023622000001,0.0787401574803,0.645669291339,0.496062992126,0.047244094488199995,0.0162601626016,0.07086614173229999,0.22047244094500001,0.0787401574803,0.18897637795299999,0.007874015748029999,0.102362204724,0.141732283465,0.0866141732283,0.0,0.0787401574803,0.0873015873016,0.007874015748029999,0.0952380952381,0.198412698413,7.1927572
22,cg00078456_ENSG00000189339,0.0,0.692913385827,0.755905511811,0.207894736842,0.661417322835,0.669291338583,0.496062992126,0.637795275591,0.338582677165,0.874015748031,0.385826771654,0.338582677165,0.314960629921,0.28346456692899996,0.503937007874,0.314960629921,0.039370078740199994,0.0243902439024,0.362204724409,0.15748031496099998,0.267716535433,0.511811023622,0.110236220472,0.244094488189,0.291338582677,0.307086614173,0.0,0.236220472441,0.309523809524,0.09448818897639999,0.166666666667,0.428571428571,19.696812899999998
23,cg18852096_ENSG00000189339,0.0,0.692913385827,0.755905511811,0.207894736842,0.661417322835,0.685039370079,0.503937007874,0.637795275591,0.34645669291299996,0.874015748031,0.385826771654,0.338582677165,0.330708661417,0.28346456692899996,0.496062992126,0.314960629921,0.039370078740199994,0.0243902439024,0.370078740157,0.15748031496099998,0.275590551181,0.51968503937,0.11811023622000001,0.244094488189,0.29921259842500003,0.314960629921,0.0,0.244094488189,0.309523809524,0.09448818897639999,0.166666666667,0.428571428571,18.4826069
24,cg05642789_ENSG00000189339,0.0,0.700787401575,0.755905511811,0.215789473684,0.653543307087,0.685039370079,0.503937007874,0.653543307087,0.34645669291299996,0.8661417322830001,0.40157480315,0.34645669291299996,0.330708661417,0.28346456692899996,0.472440944882,0.307086614173,0.0314960629921,0.0243902439024,0.362204724409,0.15748031496099998,0.275590551181,0.5275590551179999,0.125984251969,0.251968503937,0.29921259842500003,0.314960629921,0.0,0.244094488189,0.301587301587,0.09448818897639999,0.166666666667,0.43650793650799996,18.9260508
25,cg17122213_ENSG00000189339,0.0,0.748031496063,0.755905511811,0.24736842105300003,0.653543307087,0.700787401575,0.5275590551179999,0.685039370079,0.393700787402,0.858267716535,0.41732283464599995,0.37795275590599997,0.330708661417,0.307086614173,0.472440944882,0.307086614173,0.0314960629921,0.0243902439024,0.37795275590599997,0.15748031496099998,0.29921259842500003,0.5669291338579999,0.11811023622000001,0.244094488189,0.29921259842500003,0.322834645669,0.0,0.244094488189,0.31746031746,0.09448818897639999,0.15873015873,0.444444444444,16.4020763
26,cg03427058_ENSG00000189339,0.0,0.7795275590549999,0.7795275590549999,0.260526315789,0.653543307087,0.740157480315,0.543307086614,0.692913385827,0.40157480315,0.858267716535,0.42519685039399996,0.37795275590599997,0.338582677165,0.314960629921,0.393700787402,0.29921259842500003,0.039370078740199994,0.0243902439024,0.41732283464599995,0.141732283465,0.307086614173,0.5669291338579999,0.11811023622000001,0.251968503937,0.330708661417,0.34645669291299996,0.0,0.275590551181,0.325396825397,0.102362204724,0.150793650794,0.452380952381,17.6194557
27,cg23430652_ENSG00000189339,0.0,0.7795275590549999,0.7795275590549999,0.260526315789,0.645669291339,0.740157480315,0.543307086614,0.700787401575,0.40157480315,0.858267716535,0.42519685039399996,0.37795275590599997,0.330708661417,0.314960629921,0.393700787402,0.29921259842500003,0.039370078740199994,0.0243902439024,0.41732283464599995,0.141732283465,0.307086614173,0.5669291338579999,0.11811023622000001,0.251968503937,0.330708661417,0.34645669291299996,0.0,0.28346456692899996,0.325396825397,0.102362204724,0.150793650794,0.452380952381,18.7517074
28,cg00297832_ENSG00000189339,0.0,0.7795275590549999,0.7637795275589999,0.25526315789500004,0.40157480315,0.732283464567,0.543307086614,0.700787401575,0.37795275590599997,0.8976377952760001,0.37795275590599997,0.370078740157,0.322834645669,0.307086614173,0.291338582677,0.251968503937,0.039370078740199994,0.0243902439024,0.40157480315,0.11811023622000001,0.29921259842500003,0.5590551181100001,0.110236220472,0.244094488189,0.314960629921,0.338582677165,0.0,0.275590551181,0.325396825397,0.11811023622000001,0.150793650794,0.452380952381,8.929246899999999
29,cg04882394_ENSG00000189339,0.0,0.9133858267720001,0.834645669291,0.305263157895,0.291338582677,0.834645669291,0.716535433071,0.811023622047,0.40157480315,0.984251968504,0.51968503937,0.393700787402,0.35433070866099997,0.34645669291299996,0.267716535433,0.259842519685,0.039370078740199994,0.0243902439024,0.41732283464599995,0.110236220472,0.330708661417,0.614173228346,0.125984251969,0.251968503937,0.338582677165,0.393700787402,0.0,0.29921259842500003,0.365079365079,0.133858267717,0.150793650794,0.492063492063,6.9121766000000004
30,cg24535439_ENSG00000189339,0.0,1.0,0.8425196850390001,0.3,0.102362204724,0.834645669291,0.716535433071,0.7795275590549999,0.42519685039399996,0.984251968504,0.535433070866,0.393700787402,0.370078740157,0.37795275590599997,0.259842519685,0.251968503937,0.039370078740199994,0.0243902439024,0.409448818898,0.110236220472,0.35433070866099997,0.614173228346,0.141732283465,0.251968503937,0.338582677165,0.409448818898,0.0,0.307086614173,0.380952380952,0.141732283465,0.150793650794,0.48412698412699995,-11.2090308
31,cg00262621_ENSG00000189339,0.0,1.0,0.8425196850390001,0.29736842105300004,0.102362204724,0.834645669291,0.716535433071,0.7795275590549999,0.42519685039399996,0.984251968504,0.5275590551179999,0.393700787402,0.370078740157,0.37795275590599997,0.251968503937,0.251968503937,0.039370078740199994,0.0243902439024,0.409448818898,0.110236220472,0.35433070866099997,0.614173228346,0.141732283465,0.251968503937,0.338582677165,0.409448818898,0.0,0.307086614173,0.380952380952,0.141732283465,0.150793650794,0.48412698412699995,-11.1693908
32,cg26740494_ENSG00000189339,0.0,1.0,0.850393700787,0.294736842105,0.0314960629921,0.834645669291,0.716535433071,0.795275590551,0.44094488189,0.968503937008,0.543307086614,0.409448818898,0.362204724409,0.385826771654,0.251968503937,0.251968503937,0.0314960629921,0.0243902439024,0.433070866142,0.110236220472,0.338582677165,0.614173228346,0.11811023622000001,0.251968503937,0.338582677165,0.40157480315,0.0,0.314960629921,0.388888888889,0.133858267717,0.14285714285700002,0.47619047618999993,-6.318614299999999
33,cg02915803_ENSG00000189339,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0551181102362,0.09448818897639999,0.0,0.0,0.0,0.007874015748029999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873,8.4916061
34,cg14976190_ENSG00000189339,0.0,0.0,0.7637795275589999,0.05,0.8267716535430001,0.039370078740199994,0.21259842519699998,0.125984251969,0.149606299213,0.15748031496099998,0.07086614173229999,0.110236220472,0.259842519685,0.07086614173229999,0.8188976377949999,0.976377952756,0.0,0.0,0.0157480314961,1.0,0.110236220472,0.21259842519699998,0.007874015748029999,0.133858267717,0.149606299213,0.11811023622000001,0.0,0.0787401574803,0.111111111111,0.023622047244099997,0.015873015873,0.119047619048,6.6211705
35,cg06750152_ENSG00000189339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.408775299999999
36,cg04260676_ENSG00000187608,0.0,0.0,0.929133858268,0.07631578947369999,0.503937007874,0.133858267717,0.669291338583,0.5590551181100001,0.275590551181,0.409448818898,0.244094488189,0.16535433070900002,0.40157480315,0.173228346457,1.0,0.9527559055120001,0.0,0.0,0.0629921259843,1.0,0.291338582677,0.40157480315,0.0787401574803,0.181102362205,0.22047244094500001,0.236220472441,0.0761904761905,0.173228346457,0.269841269841,0.039370078740199994,0.047619047619,0.388888888889,6.8520273000000005
37,cg13420413_ENSG00000149527,0.0,0.732283464567,0.834645669291,0.415789473684,0.0,0.322834645669,0.5590551181100001,0.41732283464599995,0.51968503937,0.606299212598,0.48031496063,0.44881889763800004,0.41732283464599995,0.433070866142,0.023622047244099997,0.409448818898,0.236220472441,0.0487804878049,0.338582677165,0.16535433070900002,0.362204724409,0.535433070866,0.15748031496099998,0.511811023622,0.551181102362,0.393700787402,0.0,0.41732283464599995,0.52380952381,0.16535433070900002,0.39682539682499995,0.444444444444,-7.702998700000001
38,cg26857521_ENSG00000149527,0.0,0.8425196850390001,0.433070866142,0.123684210526,0.0,0.0,0.039370078740199994,0.0866141732283,0.21259842519699998,0.0551181102362,0.039370078740199994,0.141732283465,0.149606299213,0.141732283465,0.023622047244099997,0.102362204724,0.0629921259843,0.008130081300810001,0.0629921259843,0.039370078740199994,0.0866141732283,0.22047244094500001,0.007874015748029999,0.204724409449,0.196850393701,0.0866141732283,0.0,0.18897637795299999,0.15873015873,0.039370078740199994,0.150793650794,0.15873015873,6.9703845
39,cg22682172_ENSG00000149527,0.0,0.8188976377949999,0.338582677165,0.055263157894699995,0.0787401574803,0.0,0.0629921259843,0.023622047244099997,0.125984251969,0.0314960629921,0.007874015748029999,0.0787401574803,0.0866141732283,0.0629921259843,0.173228346457,0.039370078740199994,0.007874015748029999,0.008130081300810001,0.039370078740199994,0.141732283465,0.047244094488199995,0.149606299213,0.007874015748029999,0.07086614173229999,0.102362204724,0.047244094488199995,0.0,0.0866141732283,0.111111111111,0.0157480314961,0.07142857142860001,0.111111111111,6.219183
40,cg22388472_ENSG00000149527,0.0,0.8188976377949999,0.28346456692899996,0.04473684210530001,0.0787401574803,0.0,0.0787401574803,0.039370078740199994,0.125984251969,0.07086614173229999,0.0,0.07086614173229999,0.07086614173229999,0.0629921259843,0.173228346457,0.039370078740199994,0.007874015748029999,0.008130081300810001,0.023622047244099997,0.141732283465,0.039370078740199994,0.133858267717,0.0157480314961,0.0629921259843,0.09448818897639999,0.0314960629921,0.0,0.07086614173229999,0.0873015873016,0.0157480314961,0.07142857142860001,0.119047619048,8.233349
41,cg01564665_ENSG00000149527,0.0,1.0,0.45669291338600004,0.107894736842,0.07086614173229999,0.0787401574803,0.18897637795299999,0.16535433070900002,0.141732283465,0.07086614173229999,0.11811023622000001,0.141732283465,0.11811023622000001,0.11811023622000001,0.196850393701,0.102362204724,0.039370078740199994,0.0487804878049,0.11811023622000001,0.21259842519699998,0.110236220472,0.149606299213,0.0551181102362,0.125984251969,0.21259842519699998,0.0866141732283,0.0,0.11811023622000001,0.150793650794,0.0866141732283,0.0793650793651,0.17460317460299998,8.527453300000001
42,cg13183298_ENSG00000149527,0.0,1.0,0.622047244094,0.142105263158,0.023622047244099997,0.22047244094500001,0.21259842519699998,0.29921259842500003,0.21259842519699998,0.110236220472,0.173228346457,0.18897637795299999,0.18897637795299999,0.181102362205,0.204724409449,0.133858267717,0.0551181102362,0.06504065040649999,0.181102362205,0.21259842519699998,0.141732283465,0.236220472441,0.0629921259843,0.181102362205,0.275590551181,0.11811023622000001,0.0,0.141732283465,0.17460317460299998,0.125984251969,0.0952380952381,0.18253968254,9.215554800000001
43,cg15496335_ENSG00000149527,0.0,0.976377952756,0.582677165354,0.20526315789500002,0.023622047244099997,0.102362204724,0.34645669291299996,0.28346456692899996,0.28346456692899996,0.22047244094500001,0.21259842519699998,0.236220472441,0.204724409449,0.21259842519699998,0.204724409449,0.149606299213,0.0551181102362,0.0894308943089,0.133858267717,0.21259842519699998,0.196850393701,0.29921259842500003,0.09448818897639999,0.204724409449,0.307086614173,0.196850393701,0.0,0.204724409449,0.198412698413,0.16535433070900002,0.111111111111,0.230158730159,6.5901459000000004
44,cg00030604_ENSG00000149527,0.0,0.7637795275589999,0.574803149606,0.226315789474,0.023622047244099997,0.0157480314961,0.37795275590599997,0.22047244094500001,0.314960629921,0.22047244094500001,0.196850393701,0.267716535433,0.22834645669300002,0.22834645669300002,0.18897637795299999,0.125984251969,0.0551181102362,0.0975609756098,0.110236220472,0.204724409449,0.204724409449,0.314960629921,0.0787401574803,0.244094488189,0.338582677165,0.21259842519699998,0.0,0.21259842519699998,0.206349206349,0.173228346457,0.111111111111,0.214285714286,8.4764071
45,cg06215416_ENSG00000149527,0.0,0.48031496063,0.543307086614,0.22894736842099997,0.007874015748029999,0.21259842519699998,0.41732283464599995,0.35433070866099997,0.409448818898,0.370078740157,0.307086614173,0.385826771654,0.29921259842500003,0.291338582677,0.18897637795299999,0.11811023622000001,0.0787401574803,0.0975609756098,0.110236220472,0.22834645669300002,0.338582677165,0.385826771654,0.133858267717,0.28346456692899996,0.393700787402,0.251968503937,0.0,0.251968503937,0.206349206349,0.181102362205,0.111111111111,0.206349206349,6.609172099999999
